,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
545,Tyler Higbee,LAR,2022,TE,17,72,108,620,8.6,3,26,4,36.5,0,0,404,32
546,Kalif Raymond,DET,2022,WR,17,47,64,616,13.1,0,56,10,36.2,1,1,218,24
547,Christian Watson,GB,2022,WR,14,41,66,611,14.9,7,63,8,43.6,0,0,276,28
548,Alec Pierce,IND,2022,WR,16,41,78,593,14.5,2,47,8,37.1,1,0,113,28
549,Dalton Schultz,DAL,2022,TE,15,57,89,577,10.1,5,30,5,38.5,1,1,204,27
550,Richie James,NYG,2022,WR,17,57,70,569,10.0,4,33,3,33.5,0,0,176,29
551,Noah Brown,DAL,2022,WR,16,43,74,555,12.9,3,51,6,34.7,1,1,128,25
552,Gerald Everett,LAC,2022,TE,16,58,87,555,9.6,4,26,4,34.7,0,0,326,29
553,Tyler Conklin,NYJ,2022,TE,17,58,87,552,9.5,3,30,6,32.5,2,0,291,25
554,Chris Moore,HOU,2022,WR,16,48,74,548,11.4,2,52,9,34.3,0,0,263,24
555,Cole Kmet,CHI,2022,TE,17,50,69,544,10.9,7,50,6,32.0,1,0,286,27
556,DeVante Parker,NE,2022,WR,13,31,47,539,17.4,3,43,10,41.5,0,0,105,25
557,DeAndre Carter,LAC,2022,WR,17,46,65,538,11.7,3,35,10,31.6,1,1,206,29
558,Corey Davis,NYJ,2022,WR,13,32,64,536,16.8,2,66,7,41.2,0,0,109,28
559,Olamide Zaccheaus,ATL,2022,WR,17,40,61,533,13.3,3,45,9,31.4,1,1,189,25
560,Marvin Jones Jr.,JAX,2022,WR,16,46,81,529,11.5,3,37,6,33.1,0,0,95,30
561,Robert Woods,TEN,2022,WR,17,53,91,527,9.9,2,41,3,31.0,0,0,156,31
562,Leonard Fournette,TB,2022,RB,16,73,83,523,7.2,3,44,3,32.7,0,0,563,26
563,Jahan Dotson,WSH,2022,WR,12,35,61,523,14.9,7,61,10,43.6,0,0,137,26
564,Dawson Knox,BUF,2022,TE,15,48,65,517,10.8,6,45,8,34.5,0,0,193,25
565,Jerick McKinnon,KC,2022,RB,17,56,71,512,9.1,9,56,6,30.1,1,1,541,28
566,Hunter Henry,NE,2022,TE,17,41,59,509,12.4,2,39,10,29.9,0,0,203,23
567,Juwan Johnson,NO,2022,TE,16,42,65,508,12.1,7,41,8,31.8,0,0,182,25
568,DJ Chark Jr.,DET,2022,WR,11,30,52,502,16.7,3,51,9,45.6,0,0,134,24
569,Jordan Akins,HOU,2022,TE,15,37,54,495,13.4,5,46,8,33.0,1,1,270,23
570,Darnell Mooney,CHI,2022,WR,12,40,61,493,12.3,2,56,7,41.1,0,0,164,20
571,Alvin Kamara,NO,2022,RB,15,57,77,490,8.6,2,54,3,32.7,2,2,465,17
572,Terrace Marshall Jr.,CAR,2022,WR,14,28,47,490,17.5,1,43,10,35.0,2,0,132,23
573,Rashid Shaheed,NO,2022,WR,12,28,34,488,17.4,2,68,6,40.7,1,0,170,18
574,Noah Fant,SEA,2022,TE,17,50,63,486,9.7,4,51,4,28.6,0,0,221,24
575,Nico Collins,HOU,2022,WR,10,37,66,481,13.0,2,58,8,48.1,0,0,163,21
576,Josh Reynolds,DET,2022,WR,14,38,59,479,12.6,3,31,8,34.2,0,0,115,25
577,Robert Tonyan,GB,2022,TE,17,53,67,470,8.9,2,24,6,27.6,0,0,230,20
578,Greg Dortch,ARI,2022,WR,16,52,64,467,9.0,2,47,5,29.2,0,0,293,19
579,Demarcus Robinson,BAL,2022,WR,17,48,75,458,9.5,2,31,4,26.9,2,1,150,23
580,Chase ClaypoolPIT,PIT / CHI,2022,WR,15,46,79,451,9.8,1,31,7,30.1,1,1,143,24
581,Chigoziem Okonkwo,TEN,2022,TE,17,32,46,450,14.1,3,48,7,26.5,0,0,254,22
582,Elijah Moore,NYJ,2022,WR,16,37,65,446,12.1,1,42,8,27.9,1,0,111,22
583,Austin Hooper,TEN,2022,TE,17,41,60,444,10.8,2,24,2,26.1,0,0,134,28
584,Treylon Burks,TEN,2022,WR,11,33,54,444,13.5,1,51,8,40.4,0,0,161,19
585,Joe Mixon,CIN,2022,RB,14,60,75,441,7.3,2,35,4,31.5,0,0,468,16
586,Kendrick Bourne,NE,2022,WR,16,35,48,434,12.4,1,41,6,27.1,2,0,145,22
587,Russell Gage,TB,2022,WR,13,51,70,426,8.4,5,23,3,32.8,1,1,171,31
588,Romeo Doubs,GB,2022,WR,13,42,67,425,10.1,3,26,7,32.7,2,1,196,20
589,Michael Gallup,DAL,2022,WR,14,39,74,424,10.9,4,27,4,30.3,0,0,107,25
590,Isaiah McKenzie,BUF,2022,WR,15,42,65,423,10.1,4,30,4,28.2,0,0,128,27
591,Rhamondre Stevenson,NE,2022,RB,17,69,88,421,6.1,1,40,3,24.8,2,0,474,13
592,Foster Moreau,LV,2022,TE,15,33,54,420,12.7,2,33,7,28.0,0,0,237,24
593,Randall Cobb,GB,2022,WR,13,34,50,417,12.3,1,40,7,32.1,1,0,185,19
594,Trent Sherfield,MIA,2022,WR,17,30,51,417,13.9,2,75,5,24.5,0,0,145,18
595,Jauan Jennings,SF,2022,WR,16,35,56,416,11.9,1,44,3,26.0,1,0,176,23
596,Hayden Hurst,CIN,2022,TE,13,52,68,414,8.0,2,29,4,31.8,0,0,192,26
597,Rondale Moore,ARI,2022,WR,8,41,56,414,10.1,1,38,6,51.8,0,0,281,16
598,Greg Dulcich,DEN,2022,TE,10,33,55,411,12.5,2,39,6,41.1,0,0,155,18
599,Devin Duvernay,BAL,2022,WR,14,37,49,407,11.0,3,31,6,29.1,0,0,156,19
600,Zach Ertz,ARI,2022,TE,10,47,69,406,8.6,4,32,2,40.6,0,0,130,24
601,Josh Jacobs,LV,2022,RB,17,53,64,400,7.5,0,43,2,23.5,1,1,374,16
602,Derrick Henry,TEN,2022,RB,16,33,41,398,12.1,0,69,6,24.9,2,1,386,11
603,Nick Westbrook-Ikhine,TEN,2022,WR,17,25,50,397,15.9,3,63,5,23.4,0,0,112,18
604,Aaron Jones,GB,2022,RB,17,59,72,395,6.7,5,30,5,23.2,2,2,447,19
605,Isaiah HodginsBUF,BUF / NYG,2022,WR,10,37,48,392,10.6,4,29,4,39.2,1,1,88,24
606,Cade Otton,TB,2022,TE,16,42,65,391,9.3,2,35,4,24.4,0,0,174,19
607,D'Andre Swift,DET,2022,RB,14,48,70,389,8.1,3,25,5,27.8,1,0,454,17
608,Darren Waller,LV,2022,TE,9,28,43,388,13.9,3,34,9,43.1,0,0,80,18
609,Marquise Goodwin,SEA,2022,WR,13,27,42,387,14.3,4,38,9,29.8,0,0,114,18
610,Ben Skowronek,LAR,2022,WR,14,39,61,376,9.6,0,32,5,26.9,0,0,137,16
611,Isaiah Likely,BAL,2022,TE,16,36,60,373,10.4,3,34,4,23.3,0,0,151,18
612,Tony Pollard,DAL,2022,RB,16,39,55,371,9.5,3,68,3,23.2,0,0,347,18
613,Van Jefferson,LAR,2022,WR,11,24,44,369,15.4,3,39,7,33.5,0,0,38,20
614,Nelson Agholor,NE,2022,WR,16,31,53,362,11.7,2,44,6,22.6,2,2,144,12
615,Mike Gesicki,MIA,2022,TE,17,32,52,362,11.3,5,32,5,21.3,0,0,97,19
616,Kyle Pitts,ATL,2022,TE,10,28,59,356,12.7,2,33,5,35.6,0,0,126,20
617,Quez Watkins,PHI,2022,WR,17,33,51,354,10.7,3,53,5,20.8,1,1,146,13
618,Antonio Gibson,WSH,2022,RB,15,46,58,353,7.7,2,26,2,23.5,0,0,297,18
619,Will Dissly,SEA,2022,TE,15,34,38,349,10.3,3,38,1,23.3,0,0,184,20
620,Allen Robinson II,LAR,2022,WR,10,33,52,339,10.3,3,29,3,33.9,0,0,71,23
621,Saquon Barkley,NYG,2022,RB,16,57,76,338,5.9,0,41,2,21.1,0,0,434,10
622,Hunter Renfrow,LV,2022,WR,10,36,50,330,9.2,2,27,3,33.0,3,1,148,18
623,Sammy WatkinsBAL,BAL / GB,2022,WR,12,16,27,325,20.3,0,55,7,27.1,1,1,126,11
624,Logan Thomas,WSH,2022,TE,14,39,61,323,8.3,1,27,2,23.1,0,0,126,15
625,Equanimeous St. Brown,CHI,2022,WR,16,21,38,323,15.4,1,56,5,20.2,1,0,98,14
626,Colby Parkinson,SEA,2022,TE,17,25,34,322,12.9,2,39,5,18.9,0,0,150,14
627,David Montgomery,CHI,2022,RB,16,34,40,316,9.3,1,32,5,19.8,1,1,283,10
628,Travis Etienne Jr.,JAX,2022,RB,17,35,45,316,9.0,0,30,6,18.6,2,0,354,16
629,Justin Watson,KC,2022,WR,17,15,34,315,21.0,2,67,6,18.5,0,0,60,12
630,Jelani Woods,IND,2022,TE,15,25,40,312,12.5,3,36,4,20.8,1,0,120,16
631,Kendall Hinton,DEN,2022,WR,12,24,33,311,13.0,0,35,5,25.9,0,0,139,14
632,Kylen Granson,IND,2022,TE,13,31,40,302,9.7,0,32,3,23.2,1,0,127,17
633,James Conner,ARI,2022,RB,13,46,58,300,6.5,1,22,2,23.1,0,0,376,13
634,Julio Jones,TB,2022,WR,10,24,43,299,12.5,2,48,3,29.9,0,0,124,13
635,Noah Gray,KC,2022,TE,17,28,34,299,10.7,1,27,3,17.6,0,0,182,14
636,Tutu Atwell,LAR,2022,WR,13,18,35,298,16.6,1,62,5,22.9,0,0,60,11
637,Mecole Hardman,KC,2022,WR,8,25,34,297,11.9,4,36,5,37.1,0,0,160,14
638,Shi Smith,CAR,2022,WR,17,22,41,296,13.5,2,38,6,17.4,1,1,132,14
639,Dalvin Cook,MIN,2022,RB,17,39,56,295,7.6,2,64,2,17.4,0,0,331,16
640,Rachaad White,TB,2022,RB,17,50,58,290,5.8,2,20,1,17.1,1,1,319,13
641,Michael Carter,NYJ,2022,RB,16,41,54,288,7.0,0,37,1,18.0,0,0,274,12
642,Samaje Perine,CIN,2022,RB,16,38,51,287,7.6,4,32,2,17.9,0,0,321,11
643,Rashod Bateman,BAL,2022,WR,7,15,28,285,19.0,2,75,5,40.7,1,1,133,7
644,Robbie ChosenARI,ARI / CAR,2022,WR,16,20,44,282,14.1,1,75,3,17.6,1,1,96,10
645,Devin Singletary,BUF,2022,RB,16,38,52,280,7.4,1,22,1,17.5,0,0,257,15
646,Tre'Quan Smith,NO,2022,WR,15,19,27,278,14.6,1,48,4,18.5,0,0,66,14
647,Jarvis Landry,NO,2022,WR,9,25,39,272,10.9,1,40,2,30.2,1,0,61,12
648,Laviska Shenault Jr.,CAR,2022,WR,13,27,32,272,10.1,1,67,3,20.9,0,0,330,10
649,Damiere Byrd,ATL,2022,WR,14,13,23,268,20.6,2,75,3,19.1,0,0,105,9
650,Daniel Bellinger,NYG,2022,TE,12,30,35,268,8.9,2,24,2,22.3,1,1,144,14
651,Trey McBride,ARI,2022,TE,16,29,39,265,9.1,1,29,3,16.6,1,0,117,12
652,Phillip Dorsett,HOU,2022,WR,15,20,40,257,12.9,1,34,5,17.1,0,0,62,11
653,Skyy Moore,KC,2022,WR,16,22,33,250,11.4,0,30,2,15.6,0,0,148,13
654,Tyquan Thornton,NE,2022,WR,13,22,45,247,11.2,2,29,4,19.0,0,0,68,13
655,Jonnu Smith,NE,2022,TE,14,27,38,245,9.1,0,53,3,17.5,0,0,200,9
656,Dante Pettis,CHI,2022,WR,17,19,41,245,12.9,3,51,2,14.4,0,0,63,9
657,Ray-Ray McCloud III,SF,2022,WR,17,14,25,243,17.4,1,42,5,14.3,0,0,92,11
658,Nyheim HinesIND,IND / BUF,2022,RB,16,30,37,241,8.0,1,22,2,15.1,0,0,190,11
659,Nick Chubb,CLE,2022,RB,17,27,37,239,8.9,1,26,1,14.1,0,0,259,12
660,Harrison Bryant,CLE,2022,TE,17,31,42,239,7.7,1,30,1,14.1,0,0,113,12
661,A.J. Green,ARI,2022,WR,15,24,47,236,9.8,2,77,1,15.7,0,0,56,11
662,C.J. Uzomah,NYJ,2022,TE,15,21,27,232,11.0,2,40,4,15.5,0,0,105,10
663,Trenton Irwin,CIN,2022,WR,9,15,23,231,15.4,4,45,3,25.7,0,0,59,12
664,Najee Harris,PIT,2022,RB,17,41,53,229,5.6,3,19,0,13.5,1,1,207,16
665,Wan'Dale Robinson,NYG,2022,WR,6,23,31,227,9.9,1,19,0,37.8,0,0,126,13
666,Melvin Gordon III,DEN,2022,RB,10,25,32,223,8.9,0,24,3,22.3,1,0,206,11
667,Breece Hall,NYJ,2022,RB,7,19,31,218,11.5,1,79,2,31.1,1,1,171,8
668,Brock Wright,DET,2022,TE,17,18,24,216,12.0,4,51,3,12.7,0,0,165,13
669,Jaylen Warren,PIT,2022,RB,16,28,33,214,7.6,0,26,1,13.4,0,0,225,14
670,David Bell,CLE,2022,WR,16,24,35,214,8.9,0,20,1,13.4,0,0,75,7
671,Ameer Abdullah,LV,2022,RB,17,25,32,211,8.4,1,23,1,12.4,0,0,195,8
672,Kareem Hunt,CLE,2022,RB,17,35,44,210,6.0,1,24,1,12.4,0,0,243,11
673,Deon Jackson,IND,2022,RB,16,30,34,209,7.0,1,27,4,13.1,0,0,228,10
674,Adam Trautman,NO,2022,TE,15,18,22,207,11.5,1,22,2,13.8,0,0,123,9
675,Ashton Dulin,IND,2022,WR,12,15,22,207,13.8,1,39,2,17.3,0,0,35,12
676,AJ Dillon,GB,2022,RB,17,28,43,206,7.4,0,17,0,12.1,1,0,197,9
677,Rex Burkhead,HOU,2022,RB,16,37,51,204,5.5,1,17,0,12.8,0,0,204,8
678,Amari RodgersHOU,HOU / GB,2022,WR,16,16,25,204,12.8,1,37,3,12.8,2,0,68,12
679,Raheem Mostert,MIA,2022,RB,16,31,42,202,6.5,2,25,2,12.6,0,0,179,11
680,KhaDarel Hodge,ATL,2022,WR,17,13,20,202,15.5,1,39,2,11.9,0,0,61,7
681,Kyle Juszczyk,SF,2022,FB,16,19,23,200,10.5,1,35,3,12.5,0,0,149,9
682,Ian Thomas,CAR,2022,TE,17,21,30,197,9.4,0,50,1,11.6,0,0,182,8
683,Eno BenjaminARI,ARI / HOU,2022,RB,15,25,34,193,7.7,0,22,1,12.9,0,0,234,10
684,Mo Alie-Cox,IND,2022,TE,17,19,28,189,9.9,3,34,1,11.1,1,1,99,9
685,Jamal Agnew,JAX,2022,WR,15,23,30,187,8.1,3,24,1,12.5,0,0,121,9
686,Denzel Mims,NYJ,2022,WR,10,11,25,186,16.9,0,63,2,18.6,0,0,75,7
687,Jeff Wilson Jr.SF,SF / MIA,2022,RB,16,22,37,185,8.4,1,16,0,11.6,1,1,136,7
688,Scotty Miller,TB,2022,WR,15,23,40,185,8.0,0,23,2,12.3,0,0,33,8
689,Irv Smith Jr.,MIN,2022,TE,8,25,36,182,7.3,2,17,0,22.8,1,0,91,9
690,James Cook,BUF,2022,RB,16,21,32,180,8.6,1,41,1,11.3,0,0,132,5
691,Jalen Nailor,MIN,2022,WR,15,9,13,179,19.9,1,47,3,11.9,0,0,67,7
692,Dontrell Hilliard,TEN,2022,RB,12,21,26,177,8.4,4,31,3,14.8,0,0,151,8
693,Cameron Brate,TB,2022,TE,11,20,38,174,8.7,0,21,1,15.8,0,0,61,8
694,Jake Ferguson,DAL,2022,TE,16,19,22,174,9.2,2,30,3,10.9,0,0,124,8
695,Tommy Tremble,CAR,2022,TE,17,19,32,174,9.2,3,29,1,10.2,0,0,62,9
696,J.D. McKissic,WSH,2022,RB,8,27,40,173,6.4,0,14,0,21.6,0,0,152,7
697,Michael Thomas,NO,2022,WR,3,16,22,171,10.7,3,21,2,57.0,0,0,21,13
698,Kadarius ToneyKC,KC / NYG,2022,WR,9,16,20,171,10.7,2,38,4,19.0,0,0,108,8
699,Chuba Hubbard,CAR,2022,RB,15,14,17,171,12.2,0,45,2,11.4,1,0,166,6
700,Kenneth Gainwell,PHI,2022,RB,17,23,29,169,7.3,0,20,1,9.9,0,0,141,7
701,KJ Hamler,DEN,2022,WR,7,7,14,165,23.6,0,55,3,23.6,0,0,23,3
702,Dameon Pierce,HOU,2022,RB,13,30,39,165,5.5,1,16,0,12.7,0,0,197,7
703,Kenneth Walker III,SEA,2022,RB,15,27,35,165,6.1,0,33,2,11.0,0,0,221,6
704,Khalil Shakir,BUF,2022,WR,14,10,20,161,16.1,1,31,4,11.5,0,0,83,7
705,Marquez Callaway,NO,2022,WR,14,16,32,158,9.9,1,33,2,11.3,0,0,35,11
706,Chase EdmondsMIA,MIA / DEN,2022,RB,13,16,24,157,9.8,1,27,1,12.1,0,0,113,7
707,Travis Homer,SEA,2022,RB,10,16,18,157,9.8,1,27,3,15.7,1,1,122,7
708,Brandon Powell,LAR,2022,WR,17,24,32,156,6.5,0,16,0,9.2,0,0,184,7
709,Sterling Shepard,NYG,2022,WR,3,13,24,154,11.8,1,65,1,51.3,0,0,55,4
710,DeSean Jackson,BAL,2022,WR,7,9,17,153,17.0,0,62,2,21.9,0,0,23,5
711,Connor Heyward,PIT,2022,TE,17,12,17,151,12.6,1,45,2,8.9,0,0,62,6
712,Clyde Edwards-Helaire,KC,2022,RB,10,17,23,151,8.9,3,25,2,15.1,0,0,144,11
713,MyCole Pruitt,ATL,2022,TE,13,16,21,150,9.4,4,29,2,11.5,0,0,75,10
714,Zach Pascal,PHI,2022,WR,17,15,19,150,10.0,1,34,2,8.8,0,0,86,9
715,Josh Oliver,BAL,2022,TE,17,14,25,149,10.6,2,40,1,8.8,0,0,74,7
716,Eric Saubert,DEN,2022,TE,17,15,24,148,9.9,1,25,3,8.7,0,0,75,6
717,O.J. Howard,HOU,2022,TE,13,10,23,145,14.5,2,26,4,11.2,0,0,60,6
718,Braxton Berrios,NYJ,2022,WR,17,18,32,145,8.1,0,25,2,8.5,0,0,92,8
719,Jonathan Taylor,IND,2022,RB,11,28,40,143,5.1,0,19,0,13.0,0,0,204,4
720,Dyami Brown,WSH,2022,WR,15,5,14,143,28.6,2,75,2,9.5,0,0,31,5
721,Keelan Cole Sr.,LV,2022,WR,14,10,21,141,14.1,1,30,3,10.1,0,0,20,8
722,Tom Kennedy,DET,2022,WR,7,8,15,141,17.6,0,44,2,20.1,0,0,78,7
723,Johnny Mundt,MIN,2022,TE,17,19,21,140,7.4,1,17,0,8.2,0,0,117,9
724,Mitchell Wilcox,CIN,2022,TE,16,17,18,139,8.2,1,19,0,8.7,0,0,74,6
725,Tyler Allgeier,ATL,2022,RB,16,16,17,139,8.7,1,26,4,8.7,0,0,164,8
726,Cedrick Wilson Jr.,MIA,2022,WR,15,12,18,136,11.3,0,21,2,9.1,0,0,45,8
727,Byron Pringle,CHI,2022,WR,11,10,16,135,13.5,2,35,3,12.3,0,0,14,8
728,Dan Arnold,JAX,2022,TE,17,9,13,135,15.0,0,26,3,7.9,0,0,75,5
729,Jeff Smith,NYJ,2022,WR,11,8,11,134,16.8,0,50,2,12.2,0,0,37,5
730,Latavius MurrayNO,NO / DEN,2022,RB,13,27,35,132,4.9,0,15,0,10.2,0,0,188,4
731,Tanner Hudson,NYG,2022,TE,11,10,15,132,13.2,0,27,1,12.0,0,0,59,8
732,Zach Gentry,PIT,2022,TE,17,19,23,132,6.9,0,32,2,7.8,0,0,102,6
733,Donald Parham Jr.,LAC,2022,TE,6,10,12,130,13.0,1,24,2,21.7,0,0,42,5
734,Isiah Pacheco,KC,2022,RB,17,13,14,130,10.0,0,32,1,7.6,0,0,157,7
735,Durham Smythe,MIA,2022,TE,16,15,20,129,8.6,1,26,1,8.1,0,0,47,7
736,Brevin Jordan,HOU,2022,TE,11,14,28,128,9.1,0,20,2,11.6,0,0,85,7
737,JaMycal Hasty,JAX,2022,RB,17,20,26,126,6.3,1,28,2,7.4,0,0,129,7
738,DeeJay Dallas,SEA,2022,RB,15,17,19,126,7.4,0,41,1,8.4,0,0,126,5
739,Jack Stoll,PHI,2022,TE,17,11,14,123,11.2,0,26,2,7.2,0,0,49,5
740,Cordarrelle Patterson,ATL,2022,RB,13,21,31,122,5.8,0,16,0,9.4,0,0,116,6
741,T.Y. Hilton,DAL,2022,WR,3,7,10,121,17.3,0,52,2,40.3,0,0,33,5
742,Matt Breida,NYG,2022,RB,17,20,25,118,5.9,0,16,0,6.9,0,0,100,5
743,Lawrence CagerNYG,NYG / NYJ,2022,TE,7,13,19,118,9.1,1,20,1,16.9,0,0,78,8
744,Pharaoh BrownHOU,HOU / CLE,2022,TE,16,12,20,117,9.8,0,30,1,7.3,0,0,83,6
745,Cam Akers,LAR,2022,RB,15,13,18,117,9.0,0,18,0,7.8,0,0,136,8
746,N'Keal Harry,CHI,2022,WR,7,7,9,116,16.6,1,49,1,16.6,0,0,16,4
747,Craig Reynolds,DET,2022,RB,9,9,10,116,12.9,0,36,2,12.9,0,0,112,5
748,Josiah Deguara,GB,2022,TE,17,13,15,114,8.8,0,25,1,6.7,0,0,63,4
749,James Mitchell,DET,2022,TE,14,11,11,113,10.3,1,22,2,8.1,0,0,62,7
750,Teagan Quitoriano,HOU,2022,TE,9,7,14,113,16.1,2,52,2,12.6,0,0,53,5
751,Breshad Perriman,TB,2022,WR,11,9,19,110,12.2,1,28,2,10.0,1,1,52,5
752,Brycen Hopkins,LAR,2022,TE,14,7,11,109,15.6,0,22,2,7.8,0,0,33,5
753,John Bates,WSH,2022,TE,16,14,22,108,7.7,1,20,1,6.8,1,0,54,4
754,Jody Fortson,KC,2022,TE,13,9,13,108,12.0,2,40,2,8.3,0,0,40,6
755,Velus Jones Jr.,CHI,2022,WR,12,7,14,107,15.3,1,44,2,8.9,0,0,37,4
756,David Sills V,NYG,2022,WR,9,11,17,106,9.6,0,24,1,11.8,0,0,40,7
757,Ross Dwelley,SF,2022,TE,12,3,5,105,35.0,1,56,2,8.8,0,0,43,3
758,Alec Ingold,MIA,2022,FB,17,15,23,105,7.0,1,17,0,6.2,0,0,93,4
759,Dare Ogunbowale,HOU,2022,RB,17,20,26,104,5.2,0,23,1,6.1,0,0,124,5
760,Steven Sims,PIT,2022,WR,12,14,23,104,7.4,0,28,1,8.7,0,0,86,5
761,Jalen Reagor,MIN,2022,WR,17,8,13,104,13.0,1,38,2,6.1,0,0,28,5
762,Peyton Hendershot,DAL,2022,TE,17,11,16,103,9.4,2,29,2,6.1,0,0,47,8
763,River Cracraft,MIA,2022,WR,11,9,14,102,11.3,2,22,1,9.3,0,0,26,8
764,Darrell Henderson Jr.,LAR,2022,RB,10,17,22,102,6.0,0,15,0,10.2,0,0,110,5
765,Justin Jackson,DET,2022,RB,16,12,19,101,8.4,1,15,0,6.3,0,0,110,7
766,Joshua Kelley,LAC,2022,RB,13,14,25,101,7.2,0,22,1,7.8,0,0,88,4
767,Anthony Firkser,ATL,2022,TE,11,9,13,100,11.1,0,22,1,9.1,0,0,20,5
768,Giovanni Ricci,CAR,2022,TE,15,8,9,100,12.5,0,32,1,6.7,0,0,58,3
769,Zonovan Knight,NYJ,2022,RB,7,13,14,100,7.7,0,16,0,14.3,1,0,132,5
770,Marcus Johnson,NYG,2022,WR,14,9,22,99,11.0,0,18,0,7.1,0,0,36,6
771,Marlon MackSF,SF / DEN,2022,RB,8,8,10,99,12.4,1,66,1,12.4,0,0,114,2
772,Damien Harris,NE,2022,RB,11,17,23,97,5.7,0,15,0,8.8,0,0,86,4
773,Mike Boone,DEN,2022,RB,9,9,15,96,10.7,0,34,2,10.7,0,0,81,2
774,Albert Okwuegbunam Jr.,DEN,2022,TE,8,10,18,95,9.5,1,25,1,11.9,0,0,59,4
775,Raheem Blackshear,CAR,2022,RB,13,10,12,93,9.3,0,27,1,7.2,0,0,105,3
776,Ezekiel Elliott,DAL,2022,RB,15,17,23,92,5.4,0,31,1,6.1,0,0,88,4
777,Alexander Mattison,MIN,2022,RB,17,15,18,91,6.1,1,16,0,5.4,0,0,121,4
778,Kenyan Drake,BAL,2022,RB,12,17,26,89,5.2,1,15,0,7.4,0,0,125,7
779,Cam Sims,WSH,2022,WR,17,8,18,89,11.1,0,21,1,5.2,0,0,18,5
780,Parker Hesse,ATL,2022,TE,17,9,11,89,9.9,0,22,1,5.2,0,0,36,6
781,Michael Bandy,LAC,2022,WR,10,10,21,89,8.9,0,25,2,8.9,0,0,25,5
782,Ty Johnson,NYJ,2022,RB,17,12,24,88,7.3,0,16,0,5.2,0,0,73,3
783,C.J. Ham,MIN,2022,FB,17,10,12,86,8.6,0,17,0,5.1,0,0,56,7
784,Quintin Morris,BUF,2022,TE,14,8,11,84,10.5,1,26,1,6.0,1,1,33,6
785,Samori Toure,GB,2022,WR,11,5,10,82,16.4,1,37,2,7.5,1,0,11,2
786,Kenny Golladay,NYG,2022,WR,12,6,17,81,13.5,1,25,1,6.8,0,0,11,4
787,Grant Calcaterra,PHI,2022,TE,15,5,9,81,16.2,0,40,1,5.4,0,0,41,3
788,Ko Kieft,TB,2022,TE,17,7,10,80,11.4,1,19,0,4.7,0,0,31,5
789,Eric Tomlinson,DEN,2022,TE,17,9,13,79,8.8,2,18,0,4.6,0,0,44,5
790,Miles Sanders,PHI,2022,RB,17,20,26,78,3.9,0,16,0,4.6,1,1,103,2
791,Marcus Jones,NE,2022,CB,15,4,4,78,19.5,1,48,1,5.2,0,0,95,3
792,Kyle Philips,TEN,2022,WR,4,8,13,78,9.8,0,21,2,19.5,0,0,21,3
793,Taysom Hill,NO,2022,QB,16,9,13,77,8.6,2,30,1,4.8,0,0,37,5
794,Javonte Williams,DEN,2022,RB,4,16,22,76,4.8,0,13,0,19.0,0,0,118,4
795,Kyren Williams,LAR,2022,RB,10,9,12,76,8.4,0,15,0,7.6,0,0,80,5
796,Jalen Virgil,DEN,2022,WR,9,2,5,75,37.5,1,66,1,8.3,0,0,43,2
797,Patrick Ricard,BAL,2022,FB,17,11,13,74,6.7,0,19,0,4.4,0,0,72,1
798,Kevin White,NO,2022,WR,7,2,5,74,37.0,0,64,1,10.6,0,0,68,2
799,Freddie SwainMIA,MIA / DEN,2022,WR,4,4,6,74,18.5,0,52,1,18.5,0,0,27,3
800,Jamaal Williams,DET,2022,RB,17,12,16,73,6.1,0,17,0,4.3,0,0,65,4
801,Tre' McKitty,LAC,2022,TE,17,10,18,72,7.2,0,12,0,4.2,1,0,52,0
802,Andrew Beck,DEN,2022,FB,13,5,11,69,13.8,0,27,2,5.3,0,0,47,2
803,Reggie Gilliam,BUF,2022,FB,15,8,10,69,8.6,1,14,0,4.6,0,0,54,4
804,Mark Ingram II,NO,2022,RB,10,16,18,68,4.3,0,11,0,6.8,1,1,78,2
805,Marcedes Lewis,GB,2022,TE,17,6,7,66,11.0,2,31,1,3.9,0,0,14,5
806,Chris Myarick,NYG,2022,TE,16,7,8,65,9.3,1,23,1,4.1,0,0,38,5
807,Jake Kumerow,BUF,2022,WR,6,4,7,64,16.0,0,39,1,10.7,0,0,17,4
808,Jalen Guyton,LAC,2022,WR,3,2,4,64,32.0,0,54,1,21.3,0,0,7,2
809,Armani Rogers,WSH,2022,TE,11,5,6,64,12.8,0,23,1,5.8,0,0,57,4
810,Malik Davis,DAL,2022,RB,12,6,7,63,10.5,0,18,0,5.3,0,0,65,5
811,Trent Taylor,CIN,2022,WR,16,6,10,62,10.3,0,34,1,3.9,0,0,43,1
812,James Proche II,BAL,2022,WR,15,8,17,62,7.8,0,12,0,4.1,0,0,16,3
813,Avery Williams,ATL,2022,CB,17,13,14,61,4.7,0,10,0,3.6,0,0,79,3
814,Jamison Crowder,BUF,2022,WR,4,6,13,60,10.0,0,16,0,15.0,0,0,30,4
815,Brian Robinson Jr.,WSH,2022,RB,12,9,12,60,6.7,1,18,0,5.0,0,0,72,3
816,Shane Zylstra,DET,2022,TE,13,11,15,60,5.5,4,14,0,4.6,0,0,13,6
817,Mike Strachan,IND,2022,WR,13,3,9,59,19.7,0,23,2,4.5,0,0,13,3
